,Brand,RAM,Processor,Battery,Rear Camera,Front Camera,Display,Launch Date,Operating System,Fabrication,Graphics,Display Type,Pixel Density,Refresh Rate,Quick Charging,USB Type-C,Internal Memory,Expandable Memory,Audio Jack,SIM Slot(s),Fingerprint Sensor,Price
690,Xiaomi,3,Qualcomm,4000,12,32,6.5,2019,Android,14,Adreno,LCD,250,60,No,No,32,Yes,Yes,2,Yes,10000
691,realme,4,Unisoc,5000,8,5,6.5,2021,Android,28,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,No,9000
692,OPPO,3,Qualcomm,5000,13,8,6.5,2020,Android,11,Adreno,LCD,250,90,Yes,Yes,32,Yes,Yes,2,Yes,10500
693,vivo,4,MediaTek,3500,13,8,6.0,2018,Android,12,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,Yes,14600
694,Apple,3,Apple,2500,12,7,6.0,2017,iOS,10,Apple,OLED,450,60,Yes,No,256,No,No,1,No,102000
695,Nokia,2,Unisoc,4000,8,5,6.5,2023,Android,22,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,No,6800
696,Moto,6,MediaTek,5000,50,13,6.5,2021,Android,12,Mali,AMOLED,400,60,No,Yes,128,Yes,Yes,2,Yes,12500
697,Lava,6,Unisoc,5000,13,8,6.5,2023,Android,12,Mali,LCD,250,90,Yes,Yes,128,Yes,Yes,2,Yes,9000
698,POCO,8,Qualcomm,4500,64,20,6.5,2022,Android,7,Adreno,AMOLED,350,120,Yes,Yes,128,No,No,2,Yes,28000
699,Infinix,2,MediaTek,5000,8,5,6.5,2022,Android,12,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,Yes,7400
700,realme,8,MediaTek,5000,48,16,6.5,2021,Android,7,Mali,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,18500
701,OnePlus,12,Qualcomm,4500,50,16,6.5,2022,Android,5,Adreno,AMOLED,350,120,Yes,Yes,256,No,No,2,Yes,47000
702,OnePlus,12,Qualcomm,4500,48,16,6.5,2021,Android,5,Adreno,AMOLED,400,120,Yes,Yes,256,No,No,2,Yes,43000
703,vivo,6,MediaTek,4500,16,32,6.5,2019,Android,12,Mali,AMOLED,400,60,Yes,No,64,Yes,Yes,2,Yes,15000
704,Xiaomi,3,MediaTek,5000,8,5,6.5,2022,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,6700
705,Google,12,Google,5000,50,11,6.5,2021,Android,5,Mali,OLED,500,120,Yes,Yes,256,No,No,2,Yes,48000
706,Samsung,4,Samsung,3500,12,8,6.0,2017,Android,10,Mali,AMOLED,500,60,Yes,Yes,64,Yes,Yes,2,Yes,34000
707,realme,8,Qualcomm,4000,64,32,6.5,2020,Android,7,Adreno,LCD,350,120,Yes,Yes,128,No,No,2,Yes,30000
708,Asus,3,Qualcomm,5000,13,8,6.0,2018,Android,14,Adreno,LCD,400,60,Yes,No,32,Yes,Yes,2,Yes,13200
709,Apple,6,Apple,4500,12,12,6.5,2022,iOS,5,Apple,OLED,450,60,Yes,No,512,No,No,2,No,111000
710,vivo,3,MediaTek,3500,13,5,6.0,2018,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,10000
711,Xiaomi,4,Qualcomm,3000,12,16,6.0,2018,Android,14,Adreno,LCD,250,60,No,No,64,Yes,Yes,2,Yes,13500
712,realme,4,MediaTek,5000,13,5,6.5,2021,Android,12,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,Yes,10500
713,Infinix,2,MediaTek,5000,8,5,6.0,2020,Android,,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,7500
714,vivo,4,Qualcomm,3000,16,20,5.5,2017,Android,,Adreno,LCD,400,60,Yes,No,64,No,Yes,2,Yes,30000
715,Lava,4,MediaTek,5000,13,8,6.5,2022,Android,12,PowerVR,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,8600
716,vivo,12,MediaTek,4500,108,50,6.5,2022,Android,6,Mali,AMOLED,350,90,Yes,Yes,256,No,No,2,Yes,36000
717,realme,8,MediaTek,4500,50,16,6.5,2022,Android,6,Mali,AMOLED,400,90,Yes,Yes,256,No,Yes,2,Yes,29000
718,Infinix,4,MediaTek,5000,48,16,7.0,2020,Android,12,Mali,LCD,250,60,Yes,No,64,Yes,Yes,2,Yes,15000
719,Xiaomi,8,MediaTek,5000,108,16,6.5,2022,Android,6,Mali,AMOLED,350,120,Yes,Yes,128,Yes,Yes,2,Yes,23000
720,Xiaomi,6,MediaTek,5000,13,5,6.5,2022,Android,12,PowerVR,LCD,250,60,No,No,128,Yes,Yes,2,Yes,10500
721,POCO,6,MediaTek,5000,50,16,6.5,2022,Android,6,Mali,LCD,350,90,Yes,Yes,128,Yes,Yes,2,Yes,17000
722,Apple,6,Apple,4500,12,12,6.5,2021,iOS,5,Apple,OLED,450,120,Yes,No,256,No,No,2,No,139900
723,vivo,4,Qualcomm,3000,16,24,5.5,2017,Android,,Adreno,LCD,250,60,No,No,32,Yes,Yes,2,Yes,14000
724,POCO,6,MediaTek,5000,50,8,6.5,2022,Android,6,Mali,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,11000
725,Apple,6,Apple,4500,12,12,6.5,2022,iOS,5,Apple,OLED,450,60,Yes,No,256,No,No,2,No,88900
726,realme,3,Unisoc,5000,13,5,6.5,2021,Android,12,Mali,LCD,250,60,No,No,32,Yes,Yes,2,Yes,9500
727,Xiaomi,3,Qualcomm,5000,12,8,6.0,2019,Android,12,Adreno,LCD,250,60,Yes,Yes,32,Yes,Yes,2,No,7800
729,Infinix,8,MediaTek,5000,50,16,7.0,2021,Android,12,Mali,LCD,350,120,Yes,Yes,128,Yes,Yes,2,Yes,16000
730,Tecno,4,MediaTek,5000,50,8,6.5,2022,Android,12,Mali,LCD,400,60,Yes,No,64,Yes,Yes,2,Yes,9500
731,OPPO,4,MediaTek,3500,16,16,6.5,2018,Android,12,Mali,LCD,400,60,Yes,No,64,Yes,Yes,2,Yes,15000
732,Samsung,8,Samsung,4000,12,8,6.5,2018,Android,10,Mali,AMOLED,500,60,Yes,Yes,512,Yes,Yes,2,Yes,45000
733,Doogee,12,MediaTek,11000,108,32,6.5,2023,Android,6,Mali,LCD,400,60,Yes,Yes,256,Yes,No,2,Yes,42500
734,vivo,4,MediaTek,5000,50,8,6.5,2023,Android,12,Mali,LCD,250,60,Yes,Yes,128,Yes,Yes,2,Yes,15000
735,Oukitel,4,MediaTek,8000,13,5,5.5,2023,Android,12,PowerVR,LCD,250,60,No,Yes,64,Yes,No,2,Yes,14000
736,Infinix,4,Unisoc,5000,13,8,6.5,2022,Android,12,Mali,LCD,350,60,No,Yes,64,Yes,Yes,2,Yes,10000
737,vivo,8,Qualcomm,5000,50,16,6.5,2022,Android,6,Adreno,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,16600
738,Samsung,2,MediaTek,3000,8,5,5.5,2020,Android,,PowerVR,LCD,300,60,No,No,32,Yes,Yes,2,No,6500
739,vivo,3,Qualcomm,2500,13,5,5.0,2017,Android,,Adreno,TFT,250,60,No,No,16,Yes,Yes,2,No,11300
740,Tecno,6,MediaTek,5000,48,32,7.0,2022,Android,12,Mali,LCD,350,60,Yes,Yes,128,Yes,Yes,2,Yes,14700
741,Samsung,6,Samsung,6000,48,8,6.5,2021,Android,8,Mali,LCD,250,90,Yes,Yes,128,Yes,Yes,2,Yes,14000
742,Samsung,3,Qualcomm,5000,13,5,6.5,2021,Android,,Adreno,LCD,250,60,Yes,Yes,32,Yes,Yes,2,No,9500
743,Google,4,Qualcomm,3000,12,8,5.5,2019,Android,10,Adreno,OLED,400,60,Yes,Yes,64,No,Yes,1,Yes,15500
744,vivo,2,MediaTek,4000,13,5,6.0,2019,Android,12,PowerVR,LCD,250,60,No,No,16,Yes,Yes,2,No,9000
745,OPPO,8,MediaTek,4000,64,44,6.5,2020,Android,12,PowerVR,AMOLED,400,90,Yes,Yes,256,Yes,Yes,2,Yes,32000
746,Oukitel,6,MediaTek,8000,16,8,6.0,2023,Android,12,Mali,LCD,250,60,Yes,Yes,128,Yes,Yes,2,Yes,22700
747,vivo,4,MediaTek,5000,13,5,6.5,2023,Android,12,PowerVR,LCD,250,60,No,Yes,128,Yes,Yes,2,Yes,13000
748,Xiaomi,6,Qualcomm,4000,12,20,6.0,2018,Android,14,Adreno,LCD,400,60,Yes,No,64,Yes,Yes,2,Yes,12000
749,Apple,6,Apple,3000,48,12,6.0,2022,iOS,4,Apple,OLED,450,120,Yes,No,512,No,No,2,No,150000
750,Samsung,6,MediaTek,6000,64,20,6.5,2021,Android,12,Mali,AMOLED,400,90,Yes,Yes,128,Yes,Yes,2,Yes,15500
751,Samsung,4,Unisoc,5000,48,5,6.5,2022,Android,12,Mali,LCD,250,60,No,No,64,Yes,Yes,2,No,11500
752,Infinix,4,MediaTek,5000,50,8,6.5,2023,Android,12,Mali,AMOLED,350,90,Yes,Yes,64,Yes,Yes,2,Yes,10000
753,Samsung,3,MediaTek,5000,13,5,6.5,2022,Android,12,PowerVR,LCD,250,60,No,Yes,64,Yes,Yes,2,No,9000
754,Tecno,4,MediaTek,5000,50,8,6.5,2021,Android,12,PowerVR,LCD,400,60,No,No,64,Yes,Yes,2,Yes,8300
755,POCO,4,MediaTek,5000,13,5,6.5,2021,Android,12,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,Yes,8900
756,OPPO,4,MediaTek,3500,16,25,6.0,2018,Android,12,Mali,LCD,400,60,No,No,64,Yes,Yes,2,Yes,22000
757,realme,12,Qualcomm,5000,50,16,6.5,2022,Android,5,Adreno,AMOLED,350,120,Yes,Yes,256,No,No,2,Yes,39000
758,realme,4,Unisoc,5000,13,5,6.5,2022,Android,12,Mali,LCD,250,60,No,No,64,Yes,Yes,2,Yes,10000
759,vivo,4,Qualcomm,5000,50,8,6.5,2022,Android,6,Adreno,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,15200
760,Apple,4,Apple,3000,12,12,6.0,2020,iOS,5,Apple,OLED,450,60,Yes,No,256,No,No,2,No,67000
761,realme,8,Qualcomm,5000,108,16,6.5,2022,Android,6,Adreno,AMOLED,400,90,Yes,Yes,128,Yes,Yes,2,Yes,18000
762,Xiaomi,6,MediaTek,5000,13,5,6.5,2021,Android,12,PowerVR,LCD,250,60,No,No,128,Yes,Yes,2,Yes,11000
763,vivo,4,MediaTek,5000,13,8,6.5,2021,Android,12,Mali,LCD,250,60,Yes,No,64,Yes,Yes,2,Yes,13000
764,vivo,6,Qualcomm,5000,50,8,6.5,2022,Android,6,Adreno,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,15000
765,OPPO,8,Qualcomm,5000,50,16,6.5,2022,Android,6,Adreno,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,17000
766,Tecno,3,MediaTek,6000,8,5,6.5,2022,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,8200
767,OPPO,6,MediaTek,5000,50,16,6.5,2021,Android,12,PowerVR,LCD,250,60,Yes,Yes,128,Yes,Yes,2,Yes,14700
768,Xiaomi,8,Qualcomm,4500,48,20,6.5,2021,Android,7,Adreno,AMOLED,350,120,Yes,Yes,128,No,No,2,Yes,25000
769,Apple,4,Apple,2000,12,12,5.5,2020,iOS,5,Apple,OLED,450,60,Yes,No,128,No,No,2,No,56000
770,Nokia,4,Qualcomm,3500,12,20,6.0,2018,Android,10,Adreno,LCD,400,60,Yes,Yes,64,Yes,Yes,2,Yes,27800
771,vivo,2,Qualcomm,2500,8,5,5.0,2016,Android,,Adreno,LCD,200,60,No,No,16,Yes,Yes,2,No,9700
772,Nokia,3,Unisoc,5000,13,5,6.5,2022,Android,28,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,8300
773,Asus,12,Qualcomm,6000,64,24,7.0,2022,Android,5,Adreno,AMOLED,350,144,Yes,Yes,256,No,Yes,2,Yes,58000
774,vivo,3,Qualcomm,5000,13,8,6.5,2021,Android,12,Adreno,LCD,250,60,No,No,64,Yes,Yes,2,Yes,11300
775,Honor,3,HiSilicon,3000,13,16,6.0,2018,Android,16,Mali,LCD,400,60,No,No,32,Yes,Yes,2,Yes,9500
776,vivo,3,Qualcomm,3000,13,16,5.5,2017,Android,,Adreno,LCD,250,60,No,No,32,Yes,Yes,2,No,14000
777,Nokia,3,MediaTek,3000,13,8,6.0,2018,Android,12,Mali,LCD,250,60,Yes,Yes,32,Yes,Yes,2,Yes,10000
778,Infinix,8,Unisoc,5000,50,8,6.5,2022,Android,12,Mali,LCD,250,90,Yes,Yes,128,Yes,Yes,2,Yes,11300
779,Infinix,6,MediaTek,5000,50,16,6.5,2022,Android,12,Mali,AMOLED,350,60,Yes,Yes,128,Yes,Yes,2,Yes,13000
780,realme,4,Qualcomm,5000,50,16,6.5,2022,Android,6,Adreno,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,13900
781,Nokia,3,Qualcomm,3000,16,8,5.5,2017,Android,28,Adreno,LCD,400,60,No,No,32,Yes,Yes,2,Yes,15500
782,realme,12,MediaTek,4500,64,16,6.5,2021,Android,6,Mali,AMOLED,400,120,Yes,Yes,256,No,Yes,2,Yes,30000
783,realme,8,Qualcomm,4500,108,16,6.5,2021,Android,8,Adreno,AMOLED,400,60,Yes,Yes,128,Yes,Yes,2,Yes,20000
784,Samsung,4,MediaTek,5000,48,8,6.5,2021,Android,12,PowerVR,LCD,250,60,Yes,Yes,128,Yes,Yes,2,Yes,12600
785,OPPO,2,MediaTek,4000,13,5,6.0,2020,Android,,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,9000
786,realme,6,Unisoc,5000,50,8,6.5,2022,Android,12,Mali,LCD,400,60,Yes,Yes,128,Yes,Yes,2,Yes,14000
787,POCO,6,MediaTek,5000,64,16,6.5,2022,Android,12,Mali,AMOLED,400,90,Yes,Yes,128,Yes,Yes,2,Yes,13800
788,vivo,8,Qualcomm,4000,64,44,6.5,2020,Android,8,Adreno,AMOLED,400,60,Yes,Yes,256,Yes,Yes,2,Yes,28000
789,vivo,3,MediaTek,4000,13,8,6.0,2019,Android,12,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,Yes,13000
790,Nokia,2,MediaTek,2500,8,8,5.0,2017,Android,28,Mali,LCD,250,60,No,No,16,Yes,Yes,2,No,8700
791,Xiaomi,8,Qualcomm,4500,108,20,6.5,2021,Android,5,Adreno,AMOLED,350,120,Yes,Yes,256,No,No,2,Yes,32300
792,Honor,6,HiSilicon,3500,16,24,6.0,2018,Android,10,Mali,LCD,400,60,Yes,Yes,128,No,Yes,2,Yes,36000
793,iQOO,12,Qualcomm,4500,50,16,7.0,2022,Android,4,Adreno,AMOLED,350,120,Yes,Yes,256,No,No,2,Yes,54500
794,Moto,4,MediaTek,5000,16,8,6.5,2022,Android,12,PowerVR,LCD,250,90,Yes,Yes,64,Yes,Yes,2,Yes,11900
795,Infinix,4,MediaTek,6000,13,8,7.0,2021,Android,12,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,Yes,9500
796,Apple,3,Apple,2500,12,7,5.5,2017,iOS,10,Apple,LCD,400,60,Yes,No,256,No,No,1,Yes,84900
797,Samsung,4,MediaTek,5000,13,5,6.5,2022,Android,12,PowerVR,LCD,250,60,No,Yes,128,Yes,Yes,2,No,11000
798,Itel,3,Unisoc,4000,8,5,6.0,2020,Android,28,Mali,LCD,250,60,No,No,32,Yes,Yes,2,Yes,6700
799,vivo,6,MediaTek,5000,13,8,6.5,2020,Android,12,PowerVR,LCD,250,60,No,Yes,128,Yes,Yes,2,Yes,14700
800,Nokia,3,Unisoc,4000,8,5,6.5,2023,Android,22,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,No,7300
801,Xiaomi,4,MediaTek,5000,13,5,6.5,2021,Android,12,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,Yes,8600
802,OnePlus,12,MediaTek,4500,50,32,6.5,2021,Android,6,Mali,AMOLED,400,90,Yes,Yes,256,No,No,2,Yes,35000
803,Tecno,2,MediaTek,6000,16,8,6.5,2021,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,8100
804,vivo,4,Qualcomm,5000,16,16,6.5,2019,Android,11,Adreno,LCD,350,60,Yes,No,64,Yes,Yes,2,Yes,15000
805,Xiaomi,4,Qualcomm,5500,12,5,6.5,2017,Android,,Adreno,LCD,300,60,Yes,Yes,64,Yes,Yes,2,Yes,15000
806,Samsung,6,Samsung,5000,48,13,6.5,2020,Android,8,Mali,LCD,250,60,Yes,Yes,128,Yes,Yes,2,Yes,17500
807,vivo,3,Qualcomm,5000,13,8,6.5,2022,Android,6,Adreno,LCD,250,60,Yes,Yes,64,Yes,Yes,2,Yes,11600
808,Itel,3,Unisoc,5000,8,5,6.5,2022,Android,28,PowerVR,LCD,250,60,Yes,No,64,Yes,Yes,2,Yes,8000
809,Samsung,12,Qualcomm,4500,12,10,7.5,2021,Android,5,Adreno,AMOLED,350,120,Yes,Yes,512,No,No,2,Yes,166400
810,POCO,6,Qualcomm,6000,64,20,6.5,2020,Android,8,Adreno,LCD,350,120,Yes,Yes,128,Yes,Yes,2,Yes,20900
811,Xiaomi,3,Qualcomm,5000,13,8,6.0,2020,Android,12,Adreno,LCD,250,60,Yes,Yes,64,Yes,Yes,2,No,8500
812,Samsung,8,Samsung,3500,12,10,6.0,2019,Android,7,Mali,AMOLED,550,60,Yes,Yes,512,Yes,Yes,2,Yes,71400
813,Tecno,4,MediaTek,6000,16,16,7.0,2020,Android,12,PowerVR,LCD,250,60,Yes,No,64,Yes,Yes,2,Yes,12000
814,Tecno,3,MediaTek,5000,12,5,6.5,2023,Android,12,PowerVR,LCD,250,60,No,Yes,64,Yes,Yes,2,No,7300
815,realme,4,Unisoc,5000,8,5,6.5,2022,Android,28,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,Yes,8200
816,Xiaomi,4,MediaTek,6000,50,8,6.5,2022,Android,12,Mali,LCD,400,90,Yes,Yes,64,Yes,Yes,2,Yes,11000
817,vivo,8,Qualcomm,5000,50,16,6.5,2022,Android,6,Adreno,AMOLED,400,60,Yes,Yes,128,Yes,Yes,2,Yes,18000
818,Doogee,8,MediaTek,6000,64,16,6.5,2022,Android,7,Mali,AMOLED,400,60,Yes,Yes,256,Yes,No,2,Yes,49500
819,Xiaomi,6,Qualcomm,5000,50,13,6.5,2022,Android,6,Adreno,AMOLED,400,90,Yes,Yes,64,Yes,Yes,2,Yes,13000
820,vivo,4,Qualcomm,3500,16,16,6.5,2018,Android,14,Adreno,LCD,400,60,No,No,32,Yes,Yes,2,Yes,22000
821,Tecno,4,MediaTek,6000,16,16,7.0,2020,Android,12,PowerVR,LCD,250,60,Yes,No,64,Yes,Yes,2,Yes,12000
822,OPPO,4,MediaTek,5000,50,16,6.5,2023,Android,12,PowerVR,LCD,250,60,Yes,Yes,128,Yes,Yes,2,Yes,14000
823,vivo,8,Qualcomm,4500,48,32,6.5,2020,Android,10,Adreno,AMOLED,400,60,Yes,Yes,256,Yes,Yes,2,Yes,27000
824,Doogee,6,MediaTek,5000,48,16,6.0,2023,Android,12,PowerVR,LCD,250,60,Yes,Yes,128,Yes,No,2,Yes,24000
825,Google,4,Qualcomm,3500,12,8,6.0,2017,Android,,Adreno,OLED,500,60,Yes,Yes,128,No,No,1,Yes,25000
826,vivo,3,MediaTek,5000,13,5,6.5,2022,Android,12,PowerVR,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,10500
827,Samsung,12,Qualcomm,4500,50,10,7.5,2022,Android,4,Adreno,AMOLED,350,120,Yes,Yes,512,No,No,2,Yes,165000
828,I,4,other,5000,20,13,6.5,2022,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,6800
829,Tecno,2,other,5000,13,8,6.5,2021,Android,,Mali,LCD,250,60,No,No,32,Yes,Yes,2,Yes,7500
830,Tecno,2,MediaTek,5000,16,8,6.5,2021,Android,12,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,Yes,8200
831,Infinix,4,MediaTek,4000,48,16,6.5,2020,Android,12,PowerVR,LCD,350,60,No,No,64,Yes,Yes,2,Yes,12000
832,Lava,6,MediaTek,5000,13,16,6.5,2021,Android,,PowerVR,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,9600
833,Micromax,1,MediaTek,2500,5,0,6.0,2014,Android,,Mali,TFT,150,60,No,No,8,Yes,Yes,2,No,7000
834,Lava,3,MediaTek,5000,8,5,6.5,2021,Android,,Mali,LCD,250,60,No,Yes,32,Yes,Yes,2,Yes,6500
835,Huawei,3,HiSilicon,3000,12,8,5.0,2016,Android,,Mali,LCD,400,60,Yes,Yes,32,Yes,Yes,1,Yes,40000
836,Lava,3,MediaTek,5000,13,8,6.5,2022,Android,,Mali,LCD,250,60,No,Yes,32,Yes,Yes,2,Yes,7300
837,Apple,6,Apple,3500,12,12,6.0,2022,iOS,5,Apple,OLED,450,60,Yes,No,512,No,No,2,No,101000
838,Infinix,6,MediaTek,6000,48,8,7.0,2021,Android,12,Mali,LCD,250,90,No,No,64,Yes,Yes,2,Yes,11000
839,Samsung,8,Qualcomm,3500,12,10,6.5,2022,Android,4,Adreno,AMOLED,400,120,Yes,Yes,256,No,No,2,Yes,71900
840,Samsung,8,Qualcomm,3500,12,10,6.5,2021,Android,5,Adreno,AMOLED,400,120,Yes,Yes,256,No,No,2,Yes,74000
841,vivo,12,MediaTek,4500,50,32,7.0,2022,Android,4,Mali,AMOLED,350,120,Yes,Yes,256,No,No,2,Yes,54000
842,vivo,1,Qualcomm,2000,5,2,4.5,2016,Android,,Adreno,LCD,200,60,No,No,16,Yes,Yes,2,No,26000
843,vivo,3,Qualcomm,2500,13,8,5.0,2016,Android,,Adreno,LCD,250,60,No,No,32,Yes,Yes,2,Yes,17500
845,I,4,other,5000,20,13,6.5,2022,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,6500
846,Samsung,3,Qualcomm,5000,13,5,6.5,2021,Android,14,Adreno,LCD,250,60,Yes,Yes,32,Yes,Yes,2,No,9500
847,Infinix,3,MediaTek,5000,8,5,7.0,2022,Android,12,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,Yes,8300
848,Xiaomi,8,Qualcomm,5000,108,16,6.5,2022,Android,5,Adreno,AMOLED,350,120,Yes,Yes,256,No,No,2,Yes,31500
849,realme,4,MediaTek,5000,12,5,6.5,2020,Android,12,Mali,LCD,250,60,No,No,64,Yes,Yes,2,No,9700
850,Nokia,4,Qualcomm,4000,48,16,6.5,2021,Android,11,Adreno,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,10400
851,vivo,8,Qualcomm,4000,64,44,6.5,2020,Android,8,Adreno,AMOLED,400,60,Yes,Yes,128,Yes,Yes,2,Yes,25000
852,Tecno,3,MediaTek,6000,13,8,7.0,2020,Android,,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,10000
853,Lyf,1,Qualcomm,2500,8,5,5.0,2016,Android,,Adreno,LCD,250,60,No,No,16,Yes,Yes,2,No,7000
854,I,6,other,5000,13,8,6.5,2023,Android,,Mali,LCD,250,60,No,Yes,128,Yes,Yes,2,Yes,9000
855,Ulefone,6,MediaTek,10000,20,16,6.5,2022,Android,12,Mali,LCD,250,60,Yes,Yes,128,Yes,Yes,2,Yes,35800
856,OPPO,4,MediaTek,4000,13,5,6.5,2022,Android,12,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,No,10000
857,realme,4,MediaTek,6000,50,8,6.5,2021,Android,12,Mali,LCD,250,60,Yes,Yes,128,Yes,Yes,2,Yes,10300
858,vivo,8,MediaTek,5000,64,16,6.5,2021,Android,12,Mali,LCD,400,60,Yes,Yes,128,Yes,Yes,2,Yes,15500
859,realme,4,MediaTek,6000,13,8,6.5,2021,Android,12,Mali,LCD,250,60,Yes,Yes,64,Yes,Yes,2,Yes,10000
860,OPPO,4,MediaTek,4000,13,8,6.5,2021,Android,,PowerVR,LCD,250,60,No,No,128,Yes,Yes,2,Yes,13000
861,POCO,8,Qualcomm,4000,12,20,6.0,2018,Android,10,Adreno,LCD,400,60,Yes,Yes,256,Yes,Yes,2,Yes,17000
862,Nokia,3,Qualcomm,3000,16,8,5.5,2018,Android,14,Adreno,LCD,400,60,Yes,Yes,32,Yes,Yes,2,Yes,17300
863,Infinix,3,MediaTek,5000,8,5,7.0,2022,Android,12,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,Yes,8300
864,Xiaomi,8,Qualcomm,5000,108,16,6.5,2022,Android,5,Adreno,AMOLED,350,120,Yes,Yes,256,No,No,2,Yes,31500
865,realme,4,MediaTek,5000,12,5,6.5,2020,Android,12,Mali,LCD,250,60,No,No,64,Yes,Yes,2,No,9700
866,realme,6,MediaTek,5000,64,16,6.5,2021,Android,12,Mali,AMOLED,400,60,Yes,Yes,128,Yes,Yes,2,Yes,17000
867,POCO,6,Qualcomm,6000,48,8,6.5,2021,Android,11,Adreno,LCD,350,60,Yes,Yes,128,Yes,Yes,2,Yes,15000
868,Xiaomi,8,Qualcomm,4000,64,16,6.5,2021,Android,8,Adreno,AMOLED,400,90,Yes,Yes,128,Yes,No,2,Yes,19000
869,realme,4,MediaTek,5000,48,16,6.5,2021,Android,7,Mali,LCD,400,90,Yes,Yes,64,Yes,Yes,2,Yes,15500
870,Xiaomi,4,Qualcomm,4000,48,13,6.5,2019,Android,14,Adreno,LCD,400,60,Yes,Yes,64,Yes,Yes,2,Yes,10900
871,vivo,3,MediaTek,5000,13,8,6.5,2022,Android,12,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,Yes,10500
872,Samsung,6,Samsung,5000,50,8,6.5,2022,Android,8,Mali,LCD,400,60,Yes,Yes,128,Yes,Yes,2,Yes,14500
873,Tecno,2,MediaTek,3000,8,5,6.0,2019,Android,,PowerVR,LCD,250,60,No,No,16,Yes,Yes,2,No,6500
874,Huawei,4,HiSilicon,3500,24,32,6.0,2019,Android,12,Mali,LCD,400,60,Yes,Yes,128,Yes,Yes,2,Yes,23000
875,realme,8,MediaTek,5000,48,16,6.5,2021,Android,7,Mali,LCD,400,120,Yes,Yes,128,Yes,Yes,2,Yes,20000
876,vivo,8,MediaTek,4000,64,44,6.5,2021,Android,7,Mali,AMOLED,400,90,Yes,Yes,256,Yes,No,2,Yes,28000
877,POCO,6,MediaTek,5000,13,8,6.5,2020,Android,12,Mali,LCD,350,60,Yes,Yes,128,Yes,Yes,2,Yes,12000
878,OPPO,8,Qualcomm,3500,12,25,6.5,2018,Android,10,Adreno,AMOLED,400,60,Yes,Yes,128,No,No,2,Yes,46000
879,HTC,2,MediaTek,3000,13,5,5.5,2015,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,No,8000
880,HTC,1,MediaTek,2000,8,5,5.0,2014,Android,,Mali,LCD,250,60,No,No,8,Yes,Yes,2,No,8300
881,Samsung,4,Samsung,5000,50,13,6.5,2023,Android,8,Mali,LCD,400,60,No,Yes,128,Yes,Yes,2,Yes,15000
882,I,4,other,5000,20,13,7.0,2022,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,7500
883,Xiaomi,8,MediaTek,4500,108,16,6.5,2022,Android,6,Mali,AMOLED,350,120,Yes,Yes,128,Yes,Yes,2,Yes,25000
884,realme,12,Qualcomm,5000,64,16,6.5,2021,Android,7,Adreno,AMOLED,350,120,Yes,Yes,256,No,No,2,Yes,36000
885,Nokia,2,Unisoc,5000,8,5,6.5,2021,Android,28,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,7700
